months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,days_since_policy,unknown_property_damage,unknown_collision_type,unknown_police_report_but_severe_damage,high_claim_without_witnesses,multi_vehicles_no_injury,no_police_report_but_severe_damage,zip_prefix,auto_make_model
290,45,OH,500/1000,2000,1215.36,0,MALE,Associate,tech-support,reading,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,22,3,,0,1,NO,66200,6620,6620,52960,2012,0,7744,1,0,0,0,1,0,617,Suburu_Impreza
260,46,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,7,1,NO,0,1,NO,64080,10680,10680,42720,2005,0,9133,0,0,0,0,0,0,607,Toyota_Camry
233,43,OH,250/500,1000,954.18,0,FEMALE,College,tech-support,dancing,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,17,3,,2,3,YES,42500,8500,4250,29750,2000,0,5385,1,0,0,0,0,0,437,Nissan_Pathfinder
130,30,IL,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,16,3,NO,2,3,,48950,8900,4450,35600,2005,0,890,0,0,1,0,0,0,461,Suburu_Legacy
230,42,IN,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,13,3,NO,1,2,YES,58850,10700,10700,37450,1999,0,3734,0,0,0,0,0,0,476,Accura_MDX
212,40,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,17,3,YES,0,2,YES,82400,8240,8240,65920,2006,0,4402,0,0,0,0,1,0,452,Nissan_Pathfinder
299,44,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,3,1,YES,2,0,,54240,6780,6780,40680,2009,0,2270,0,0,0,0,0,0,460,Suburu_Impreza
91,26,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,15,3,,0,2,,74200,7420,7420,59360,1996,0,5606,1,0,0,0,1,0,444,Jeep_Wrangler
398,53,IL,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,16,1,YES,2,1,,47430,5270,5270,36890,2000,0,8806,0,0,1,0,0,0,448,Toyota_Camry
218,43,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,18,1,,1,3,YES,68200,13640,6820,47740,2003,1,6897,1,0,0,0,0,0,477,Dodge_RAM
152,33,IN,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,18,1,NO,1,0,NO,63900,7100,7100,49700,2014,0,4989,0,0,0,0,0,0,617,Accura_TL
212,39,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,22,2,NO,0,3,YES,59300,11860,5930,41510,2008,0,1795,0,0,0,0,0,0,454,Dodge_RAM
242,44,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,15,3,NO,1,2,YES,66900,6690,13380,46830,1999,1,4207,0,0,0,0,0,0,618,Suburu_Forrestor
80,27,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,16,3,YES,1,3,,40810,3710,7420,29680,2000,1,148,0,0,1,0,0,0,441,Ford_F150
260,43,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,18,1,,1,0,,75400,15080,7540,52780,2011,0,2080,1,0,1,0,0,0,604,Honda_CRV
133,34,IN,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,Parked Car,,Minor Damage,UNKNOWN,WV,Northbend,8,1,NO,2,0,YES,4200,420,840,2940,2013,0,7414,0,1,0,0,0,0,440,Jeep_Wrangler
290,45,OH,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,23,3,YES,0,0,YES,52650,5850,5850,40950,2001,1,8577,0,0,0,0,1,0,451,Ford_F150
322,49,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,18,1,,0,2,YES,42240,7680,7680,26880,2007,0,4865,1,0,0,0,0,0,431,Chevrolet_Malibu
228,39,IN,500/1000,500,1388.62,0,FEMALE,JD,sales,reading,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,10,1,YES,1,0,YES,59490,6610,6610,46270,1995,0,852,0,0,0,0,0,0,614,Mercedes_ML350
195,37,IL,100/300,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,12,1,NO,0,2,NO,44200,4420,4420,35360,2002,1,8602,0,0,0,0,0,1,619,Jeep_Wrangler
247,39,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,5,1,YES,1,2,,7700,770,1540,5390,2000,0,8511,0,1,0,0,0,0,456,Saab_93
405,57,IN,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,21,3,,2,3,,61440,10240,10240,40960,2008,0,5490,1,0,1,0,0,0,434,Saab_93
144,37,OH,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,17,3,YES,1,3,NO,54400,5440,10880,38080,2015,1,835,0,0,0,0,0,1,460,Chevrolet_Silverado
338,47,IL,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4,1,YES,2,1,,58560,9760,9760,39040,2002,0,7123,0,0,1,0,0,0,601,Mercedes_E400
121,34,IN,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,video-games,wife,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,11,1,NO,1,1,NO,67300,6730,6730,53840,2000,1,8745,0,0,0,0,0,1,465,Dodge_RAM
398,55,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,18,1,,1,3,YES,36740,3340,6680,26720,1998,1,8591,1,0,0,0,0,0,455,BMW_X5
9,30,IL,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,12,1,,0,0,NO,85690,15580,15580,54530,2011,0,7603,1,0,0,1,0,1,438,BMW_3 Series
115,31,OH,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,18,3,YES,0,3,NO,34160,0,4270,29890,2005,1,3374,0,0,0,0,1,1,479,Audi_A5
280,48,IL,250/500,1000,1387.35,0,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,16,1,NO,2,2,,61320,10220,10220,40880,1998,0,203,0,0,0,0,0,0,477,BMW_M5
254,45,IL,250/500,500,1083.64,0,MALE,JD,other-service,paintball,husband,59800,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,19,3,YES,0,0,,79680,13280,13280,53120,2004,0,4181,0,0,1,0,1,0,614,BMW_3 Series
141,30,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,13,1,NO,1,0,YES,61740,6860,6860,48020,2002,0,5322,0,0,0,0,0,0,465,Audi_A3
441,55,IN,250/500,500,1270.29,4000000,MALE,College,armed-forces,exercise,husband,24000,-50500,Parked Car,,Minor Damage,UNKNOWN,VA,Arlington,4,1,NO,0,0,NO,6400,640,640,5120,2002,0,2031,0,1,0,0,0,0,449,Honda_Civic
381,55,OH,500/1000,500,1459.99,0,FEMALE,MD,other-service,chess,wife,35900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,8,1,YES,1,2,YES,60600,12120,6060,42420,2011,0,8675,0,0,0,0,0,0,445,Accura_TL
191,38,IL,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,19,3,NO,2,0,NO,56320,10240,5120,40960,2007,0,3366,0,0,0,0,0,1,608,Volkswagen_Jetta
145,34,IN,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,18,1,YES,2,0,NO,52250,9500,4750,38000,2012,0,9004,0,0,0,0,0,1,608,Suburu_Legacy
479,60,IL,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,9,2,,0,3,,53900,5390,10780,37730,2006,0,4434,1,0,1,0,0,0,459,Saab_95
215,35,IL,500/1000,1000,1125.4,0,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,Vehicle Theft,,Trivial Damage,UNKNOWN,WV,Columbus,6,1,,2,1,NO,2640,220,440,1980,2001,0,3866,1,1,0,0,0,0,606,Jeep_Wrangler
41,33,OH,250/500,500,1294.41,0,MALE,High School,transport-moving,sleeping,husband,0,0,Vehicle Theft,,Minor Damage,UNKNOWN,NC,Arlington,8,1,YES,0,0,,8970,1380,1380,6210,2011,0,1611,0,1,0,0,0,0,476,Dodge_Neon
45,31,IN,100/300,500,1459.5,0,MALE,MD,priv-house-serv,movies,not-in-family,0,0,Parked Car,,Minor Damage,UNKNOWN,NY,Springfield,6,1,,1,3,,6000,1000,1000,4000,2000,0,8921,1,1,0,0,0,0,475,Suburu_Impreza
156,38,IL,100/300,500,1367.99,0,MALE,High School,armed-forces,board-games,own-child,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,23,3,,0,3,,55200,11040,5520,38640,1998,1,1980,1,0,1,0,1,0,462,Saab_92x
246,45,IN,250/500,500,1594.37,0,MALE,Associate,exec-managerial,board-games,own-child,0,0,Parked Car,,Trivial Damage,UNKNOWN,SC,Riverwood,13,1,NO,0,3,YES,7260,660,1320,5280,2008,0,5638,0,1,0,0,0,0,606,Saab_92x
178,39,IL,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,3,3,NO,2,0,,64680,11760,11760,41160,2010,0,2141,0,0,0,0,0,0,465,Jeep_Wrangler
237,43,OH,250/500,500,911.53,0,FEMALE,PhD,sales,basketball,husband,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,23,1,NO,0,1,NO,59200,0,11840,47360,1998,0,2130,0,0,0,0,0,1,449,Chevrolet_Malibu
127,34,OH,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,Vehicle Theft,,Minor Damage,UNKNOWN,NC,Arlington,8,1,YES,1,3,,4700,470,940,3290,1998,0,3079,0,1,0,0,0,0,604,Saab_92x
1,33,OH,250/500,2000,1391.63,0,MALE,Associate,sales,video-games,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,23,1,YES,0,3,NO,69400,6940,6940,55520,2000,0,7022,0,0,0,0,0,1,466,Mercedes_C300
5,21,IN,250/500,500,915.41,5000000,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,23,1,YES,0,0,NO,40500,4050,4050,32400,1998,0,4473,0,0,0,0,0,1,612,Nissan_Pathfinder
64,28,IL,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,9,3,NO,2,1,NO,60000,5000,10000,45000,1997,0,8497,0,0,0,0,0,0,474,Honda_Accord
142,30,IN,500/1000,500,1412.76,0,MALE,PhD,armed-forces,basketball,wife,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,22,1,YES,2,3,NO,67320,11220,11220,44880,1996,0,6205,0,0,0,0,0,0,603,Volkswagen_Jetta
97,27,OH,500/1000,500,1588.26,0,FEMALE,High School,tech-support,movies,husband,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,22,3,YES,2,1,YES,75690,8410,8410,58870,2014,0,4657,0,0,0,0,0,0,434,Saab_95
121,31,IN,100/300,1000,1140.91,0,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,15,3,NO,1,2,,64300,6430,6430,51440,2002,1,8611,0,0,1,0,0,0,478,Chevrolet_Silverado
225,43,OH,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,camping,own-child,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,16,3,NO,2,0,YES,64400,6440,6440,51520,2011,0,3801,0,0,0,0,0,0,617,BMW_X5
425,53,OH,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,17,3,,1,2,,97080,16180,16180,64720,2005,0,8987,1,0,0,0,0,0,464,Saab_92x
285,44,OH,250/500,2000,1144.3,0,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,Vehicle Theft,,Minor Damage,Police,WV,Northbrook,3,1,YES,1,0,,5500,500,500,4500,2010,0,8568,0,1,0,0,0,0,609,Honda_Civic
192,38,IN,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,10,3,,0,2,NO,30700,3070,6140,21490,2010,0,1435,1,0,0,0,1,1,432,Jeep_Wrangler
285,48,IL,100/300,2000,1101.85,0,FEMALE,College,sales,dancing,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,9,1,NO,1,2,YES,33480,3720,3720,26040,2012,0,753,0,0,0,0,0,0,457,Nissan_Pathfinder
98,26,IN,500/1000,2000,1082.1,0,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,13,2,,0,1,YES,65430,14540,7270,43620,2001,0,5098,1,0,0,0,0,0,477,Jeep_Wrangler
175,36,OH,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,15,3,YES,2,1,YES,42680,3880,7760,31040,2006,1,8368,0,0,0,0,0,0,437,Accura_RSX
259,45,IL,500/1000,2000,1175.07,0,MALE,MD,craft-repair,movies,not-in-family,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,23,1,,1,1,NO,87780,7980,7980,71820,2011,0,2935,1,0,0,0,0,0,457,Honda_CRV
140,36,OH,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,2,4,YES,0,2,YES,72800,14560,14560,43680,1998,0,5343,0,0,0,0,1,0,436,Honda_Accord
231,37,OH,250/500,500,920.81,0,FEMALE,High School,sales,chess,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,14,1,YES,2,0,,71190,0,7910,63280,1997,1,8464,0,0,1,0,0,0,467,Mercedes_C300
186,38,OH,100/300,500,922.85,0,MALE,High School,adm-clerical,golf,husband,70300,-70900,Vehicle Theft,,Trivial Damage,UNKNOWN,NY,Hillsdale,7,1,,1,1,YES,3600,400,400,2800,1999,0,604,1,1,0,0,0,0,471,Honda_Civic
229,41,OH,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,chess,not-in-family,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,23,1,NO,1,3,NO,62640,10440,10440,41760,2009,0,5882,0,0,0,0,0,1,468,Mercedes_C300
180,36,IL,100/300,500,1272.46,0,MALE,College,prof-specialty,exercise,wife,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,7,3,YES,2,1,,69630,12660,6330,50640,1998,0,47,0,0,0,0,0,0,456,Toyota_Corolla
188,33,IL,250/500,1000,1340.24,0,MALE,High School,protective-serv,chess,own-child,0,-68800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,8,3,YES,1,0,,76010,13820,6910,55280,1995,1,7618,0,0,0,0,0,0,447,Dodge_RAM
214,40,OH,100/300,1000,1648.0,0,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,17,1,NO,1,0,YES,44220,8040,4020,32160,2000,0,5286,0,0,0,0,0,0,608,Accura_MDX
178,38,IL,250/500,500,1381.14,0,FEMALE,College,other-service,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,10,3,NO,0,3,NO,57200,5200,10400,41600,2011,0,101,0,0,0,0,1,0,472,BMW_M5
55,35,IL,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,polo,wife,0,0,Vehicle Theft,,Minor Damage,Police,WV,Columbus,9,1,NO,0,3,NO,3080,560,560,1960,1998,0,1440,0,1,0,0,0,0,438,Nissan_Ultima
90,31,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,2,1,YES,1,0,YES,75790,13780,6890,55120,2007,0,8962,0,0,0,0,0,0,607,Accura_RSX
135,30,IN,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,18,3,NO,0,1,NO,32670,5940,2970,23760,2003,0,2189,0,0,0,0,1,0,601,Honda_Accord
277,46,IL,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,Vehicle Theft,,Minor Damage,Police,VA,Arlington,4,1,,2,3,NO,3870,430,860,2580,2010,0,8113,1,1,0,0,0,0,469,Jeep_Wrangler
211,38,IN,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,video-games,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,12,1,,0,3,YES,91520,8320,16640,66560,2005,1,6466,1,0,0,0,0,0,433,BMW_X6
156,32,IL,250/500,500,1479.48,0,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,15,1,YES,1,3,YES,74690,6790,13580,54320,2008,1,8334,0,0,0,0,0,0,444,Dodge_RAM
84,30,IN,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900,Vehicle Theft,,Trivial Damage,Police,VA,Springfield,9,1,YES,1,3,,4620,420,840,3360,1998,0,7122,0,1,0,0,0,0,433,Audi_A5
136,32,IN,100/300,500,1169.62,0,FEMALE,JD,sales,yachting,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,6,1,YES,0,0,NO,55000,10000,10000,35000,2008,1,5152,0,0,0,0,0,1,458,Toyota_Camry
310,48,IN,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,11,4,YES,0,2,NO,59400,13200,6600,39600,1996,1,5630,0,0,0,0,1,1,474,Saab_93
123,34,OH,500/1000,2000,1270.21,0,FEMALE,College,sales,sleeping,husband,16100,-61200,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,13,3,NO,1,1,,55260,6140,0,49120,2000,0,2874,0,0,1,0,0,0,476,Nissan_Ultima
243,44,IL,250/500,500,809.11,0,MALE,JD,craft-repair,polo,other-relative,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,4,3,,2,1,YES,51400,5140,10280,35980,1996,0,6242,1,0,0,0,0,0,600,Honda_Civic
36,37,IL,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,20,3,YES,1,3,,48780,5420,10840,32520,2008,0,463,0,0,0,0,0,0,618,Dodge_Neon
146,31,OH,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,camping,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,0,3,NO,1,3,,52380,5820,5820,40740,2010,0,8901,0,0,1,0,0,0,606,Toyota_Highlander
154,34,OH,100/300,1000,1041.36,0,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,18,4,,2,3,YES,74360,13520,13520,47320,2005,1,5592,1,0,0,0,0,0,448,Toyota_Highlander
204,40,OH,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,polo,other-relative,44000,-20800,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,6,1,,1,0,,53400,5340,5340,42720,2003,0,8312,1,0,0,0,0,0,447,Honda_CRV
458,59,IN,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,hiking,wife,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,23,1,,2,2,YES,71800,14360,14360,43080,1995,0,2175,1,0,0,0,0,0,472,Jeep_Grand Cherokee
147,31,IN,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,4,1,,0,0,,68240,8530,0,59710,2013,1,6549,1,0,1,0,0,0,468,Toyota_Corolla
279,45,IN,250/500,2000,1333.97,6000000,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,21,3,,1,0,,61050,11100,11100,38850,2011,1,8385,1,0,1,0,0,0,620,Dodge_RAM
308,47,OH,100/300,1000,1013.61,6000000,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400,Parked Car,,Minor Damage,UNKNOWN,NY,Springfield,7,1,,1,1,YES,5590,860,860,3870,2002,0,474,1,1,0,0,0,0,452,Suburu_Impreza
284,48,IL,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,19,3,,0,0,,46860,8520,8520,29820,1998,0,2442,1,0,1,0,1,0,464,Volkswagen_Passat
108,31,IN,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300,Parked Car,,Minor Damage,UNKNOWN,SC,Arlington,5,1,NO,1,3,NO,4290,780,780,2730,1998,0,4757,0,1,0,0,0,0,472,Volkswagen_Passat
421,57,IN,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,22,3,YES,0,0,NO,78500,15700,7850,54950,2015,0,4687,0,0,0,0,1,0,459,Audi_A3
266,42,IL,500/1000,1000,763.67,0,MALE,Associate,prof-specialty,movies,own-child,12800,-49700,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,12,1,YES,1,3,YES,70830,7870,7870,55090,2005,0,6047,0,0,0,0,0,0,473,Jeep_Grand Cherokee
412,56,IL,250/500,500,1042.56,0,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,19,3,NO,0,2,NO,68040,15120,7560,45360,1997,0,4541,0,0,0,0,1,1,616,Suburu_Forrestor
31,32,IL,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,hiking,wife,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,10,1,,2,0,,63600,5300,10600,47700,1997,1,5632,1,0,1,0,0,0,442,Audi_A5
465,63,IL,250/500,500,1006.99,6000000,FEMALE,Masters,sales,board-games,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,7,1,NO,0,3,,43560,4840,4840,33880,2015,0,1120,0,0,0,0,0,0,458,Suburu_Legacy
126,31,OH,250/500,1000,1328.26,0,MALE,Masters,sales,exercise,not-in-family,42300,-45800,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,17,1,NO,1,1,NO,60840,13520,6760,40560,2011,0,6711,0,0,0,0,0,1,613,Suburu_Forrestor
407,55,OH,100/300,1000,1250.08,5000000,FEMALE,PhD,tech-support,bungie-jumping,wife,0,-57700,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,0,3,,2,3,YES,68160,11360,11360,45440,2010,0,6908,1,0,0,0,0,0,474,Ford_Escape
101,27,IL,500/1000,500,982.7,6000000,FEMALE,College,transport-moving,video-games,unmarried,30800,-43700,Parked Car,,Minor Damage,UNKNOWN,SC,Arlington,9,1,NO,1,0,NO,5170,940,470,3760,2001,0,6260,0,1,0,0,0,0,440,Toyota_Camry
187,37,IN,500/1000,1000,1412.06,5000000,FEMALE,Masters,protective-serv,reading,not-in-family,60100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,21,1,,0,3,,57700,5770,5770,46160,2000,0,526,1,0,1,0,0,0,450,Nissan_Maxima
252,46,IN,500/1000,2000,1066.7,0,FEMALE,JD,handlers-cleaners,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,22,3,NO,0,2,NO,89520,14920,14920,59680,2014,0,6635,0,0,0,0,1,1,473,Audi_A3
